id|brandNm|product|location|date|post_date|origin_data_index|start_ymd|end_ymd|date_diff|address_name|address|x|y
264|식스삭스|양말|현대백화점 무역센터점|10.24-10.27|2019-10-25|374.0|20191024|20191027|3|현대백화점 무역센터점|서울 강남구 테헤란로 517|127.05977475920854|37.508651435836725
265|휠라,탑텐,탐스,빅토리아키즈와 영풍문고|도서/문구류|상암DDMC|2/18~2/22|2019-02-18|375.0|20190218|20190222|4|상암DDMC|서울 마포구 매봉산로 75|126.892859814848|37.5784453978311
266|시그니처스토어|플리마켓|롯데몰은평|12/28~1/2|2018-12-28|376.0|20181228|20190102|5|롯데몰 은평점|서울 은평구 통일로 1050|126.917745736334|37.637627926333
267|분크|핸드백|성수|05.27(금)-06.06(월)|2022-06-07|377.0|20220527|20220606|10|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
268|Keds|clothing, shoes, bags|성수|03.30(목)-04.09(일)|2023-03-31|378.0|20230330|20230409|10|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
269|넷플렉스|팝업스토어|홍대입구|6/20~7/7|2019-06-22|380.0|20190620|20190707|17|홍대입구역 2호선|서울 마포구 양화로 지하 160|126.923778562273|37.5568707448873
270|SK렌터카|라면|종로 익선동|12.05(일)-12.31(금)|2021-12-07|381.0|20211205|20211231|26|익선동한옥거리|서울 종로구 익선동|126.989775723896|37.5734371942191
271|르브아시스|스윔웨어|압구정 갤러리아 WEST 3층|08.01(일)-08.19(목)|2021-08-11|382.0|20210801|20210819|18|갤러리아백화점 WEST점|서울 강남구 압구정로 343|127.04014394421372|37.52842774945761
272|카누스위트카페|카누 팝업스토어 '스위트 카페'|맥심 플랜트 : 용산구 이태원로 250|11.15~12.15|2019-11-25|383.0|20191115|20191215|30|맥심플랜트|서울 용산구 이태원로 250|127.00099681148605|37.53698957357094
273|레고코리아|레고|강남구 강남대로 426, 일상비일상의틈|03.01(수)-04.09(일)|2023-03-07|384.0|20230301|20230409|39|일상비일상의틈|서울 강남구 강남대로 426|127.02675721166952|37.50058151106175
274|코닥|의류와 굿즈|잠실 롯데월드몰|08.12 - 10.08|2020-08-21|385.0|20200812|20201008|57|롯데월드타워&롯데월드몰|서울 송파구 올림픽로 300|127.104079482694|37.5136519138098
275|신세계사이먼|블로썸마켓|파주 프리미엄아울렛|04.23(금)-04.25(일)|2021-04-22|387.0|20210423|20210425|2|파주프리미엄아울렛|경기 파주시 탄현면 필승로 200|126.69633445381221|37.76947080757615
276|닥스,올젠,에디션,소다|남성정장&제화|여의도 전경련회관|3/4~3/7|2019-03-04|388.0|20190304|20190307|3|전경련회관|서울 영등포구 여의대로 24|126.9199088572114|37.522181491057985
277|별의 커비|굿즈|서대문구 연세로 13, 현대백화점 U-PLEX 신촌점 지하2층|02.17(금)-03.02(목)|2023-02-23|389.0|20230217|20230302|13|현대백화점 신촌점|서울 서대문구 신촌로 83|126.93581652251622|37.556153500544426
278|씰리|매트리스|서울숲|4/9(토)-5/9(토)|2022-04-12|390.0|20220409|20220509|30|서울숲|서울 성동구 성수동1가 678-1|127.037617759165|37.5443222301513
279|파인드카푸어|마티백|성수|06.18(토)-08.21(일)|2022-06-27|392.0|20220618|20220821|64|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
280|스테이씨x벨리곰|테디베어|마포구 동교로29길 68, 딩가케이크|02.17(금)-02.26(일)|2023-02-20|394.0|20230217|20230226|9|딩가케이크|서울 마포구 동교로29길 68|126.922074133948|37.5633964524641
281|브롤스타즈|굿즈|롯데월드몰 1F 아트리움|19.12.20(금) - 20.1.15(수)|2019-12-27|395.0|20191220|20200115|26|엔제리너스 잠실롯데월드몰1F점|서울 송파구 올림픽로 300|127.10408860157|37.5137023619786
282|몰리니|여성의류|스위트스팟 대치점|4/20~5/10|2019-04-25|398.0|20190420|20190510|20|스위트스팟|서울 강남구 테헤란로 507|127.0577268386969|37.50766134917251
283|흑화당|영양샌드위치|신세계 강남점|03.16(화)-03.24(수)|2021-03-23|401.0|20210316|20210324|8|신세계백화점 강남점|서울 서초구 신반포로 176|127.00432032924516|37.505305732081965
284|스포어|포장재|성수|02.07-02.19|2023-02-14|402.0|20230207|20230219|12|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
285|아이토브|아우터|롯데월드몰 1층 스위트스팟 매장|19.12.4 ~ 20.1.4|2019-12-04|405.0|20191204|20200104|31|롯데월드타워|서울 송파구 올림픽로 300|127.10255558658325|37.51260447840551
286|MSG 마켙|체험형 팝업스토어|서울 마포구 동교로25길 57, 1층|11.09 ~ 12.28|2019-11-27|406.0|20191109|20191228|49|아각아각|서울 마포구 동교로25길 57|126.92000508047819|37.55918561293537
287|골든듀|쥬얼리|서울 영등포구 여의대로 24 여의도 전경련회관 B1(여의도역 2번출구)|19.12.16(월) - 12.18(금), 3일간|2019-12-17|408.0|20191216|20191218|2|전경련회관|서울 영등포구 여의대로 24|126.9199088572114|37.522181491057985
288|텐바이텐|팝업스토어|롯데월드몰 스위트스팟|8/5~9/8|2019-08-12|409.0|20190805|20190908|34|롯데월드타워|서울 송파구 올림픽로 300|127.10255558658325|37.51260447840551
289|SUPER MATCHA|편의점 컨셉의 팝업스토어|현대백화점 무역센터|08.01(월)-08.07(일)|2022-07-27|410.0|20220801|20220807|6|현대백화점 무역센터점|서울 강남구 테헤란로 517|127.05977475920854|37.508651435836725
290|Letter From Moon|의류|롯데백화점 잠실점 2F|01.03 - 01.09|2020-01-03|411.0|20200103|20200109|6|롯데백화점 잠실점|서울 송파구 올림픽로 240|127.0985552869803|37.51201141930842
291|미미|미미인형|고양스타필드|1/19~1/26|2019-01-24|412.0|20190119|20190126|7|스타필드 고양|경기 고양시 덕양구 고양대로 1955|126.89495970523106|37.64697646971491
292|오브젝트|DIY 제품|마포구 서교동 326-2 오브젝트 서교점|04.19(화)-06.05(일)|2022-05-20|414.0|20220419|20220605|47|오브젝트|서울 마포구 와우산로35길 13|126.9298096541413|37.55569597973931
293|일룸|가구|성수동 성수이로 3길 18-1|07.08(금)-07.31(일)|2022-07-20|416.0|20220708|20220731|23|시크릿가든|서울 성동구 성수이로3길 18-1|127.052712435553|37.5373183914012
294|네일매틱키즈|키즈 코스메틱|현대백화점 압구정 본점|1월 27일 ~ 2월 9일|2020-01-30|417.0|20200127|20200209|13|현대백화점 압구정본점|서울 강남구 압구정로 165|127.02747045214494|37.527371799149506
295|카카오프렌즈x나이키|팝업스토어|카카오프렌즈 홍대 플래그십스토어|9.24~10.6|2019-10-02|418.0|20190924|20191006|12|카카오프렌즈 홍대플래그십스토어|서울 마포구 양화로 162|126.923919460392|37.5563194254356
296|라인프렌즈with던킨도너츠|도너츠|현대백무역센터|11/27~12/9|2018-12-04|421.0|20181127|20181209|12|현대백화점 무역센터점|서울 강남구 테헤란로 517|127.05977475920854|37.508651435836725
297|블루보틀|커피|SSG푸드마켓 청담|7/26~9/20|2019-08-07|423.0|20190726|20190920|56|SSG푸드마켓 청담점|서울 강남구 도산대로 442|127.04412547104602|37.523333865123845
298|노우라이|센슈얼 케어|코엑스 파르나스몰|04.20(목)-10.19(목)|2023-04-20|425.0|20230420|20231019|182|파르나스몰|서울 강남구 테헤란로 521|127.060831669861|37.5093068276361
299|아시아나항공|굿즈|영등포구 여의대로 108, 더현대서울 지하1층|11.24(목)-12.04(일)|2022-11-29|426.0|20221124|20221204|10|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
300|핀즐|리미티드 에디션 라인 핀즐 콜렉트|갤러리아 압구정 본점 WEST 5층|05.28(금)~06.10(목)|2021-06-04|427.0|20210528|20210610|13|삼성스토어 갤러리아본점|서울 강남구 압구정로 343|127.040053463268|37.5284746322676
301|삭샵|키즈제품|롯데백화점 본점|19.11.22 ~ 20.01.05|2019-11-22|428.0|20191122|20200105|44|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
302|유명브랜드슈즈|신발|CGV스퀘어|1/1~1/6|2019-01-03|430.0|20190101|20190106|5|CGV 광양엘에프스퀘어|전남 광양시 광양읍 순광로 466|127.56665300953563|34.96313117250758
303|히어로크로스 디즈니|피규어|더현대 서울|05.27(금)-06.23(금)|2022-06-29|431.0|20220527|20220623|27|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
304|어메이징 브루잉 컴퍼니|수제 맥주와 막걸리|성수|10.28(금)-10.30(일)|2022-10-26|432.0|20221028|20221030|2|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
305|로마로사|피자|신백 강남점|03.22(화)-03.31(목)|2022-03-23|433.0|20220322|20220331|9|장치미못|충북 제천시 두학동|128.275749372374|37.1299557113314
306|트랜스포터|맥주|파르나스몰|05.24(월)-06.06(일)|2021-06-01|435.0|20210524|20210606|13|파르나스몰|서울 강남구 테헤란로 521|127.060831669861|37.5093068276361
307|전포 명가떡집|앙꼬절편|신세계백화점 영등포점|04.30(금)-05.13(목)|2021-05-04|436.0|20210430|20210513|13|신세계백화점 타임스퀘어점|서울 영등포구 영중로 9|126.90561074423691|37.51718207734634
308|포켓몬|팝업스토어|잠실 롯데월드몰|04.28(금)-05.08(월)|2023-04-28|438.0|20230428|20230508|10|롯데월드타워&롯데월드몰|서울 송파구 올림픽로 300|127.104079482694|37.5136519138098
309|김토끼 스튜됴|굿즈|영등포구 여의대로 108 6층|06.03(금)-07.14(목)|2022-07-01|439.0|20220603|20220714|41|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
310|스텔라X아르투아|팝업전시회|강남구 신사동 532-11, 1층|04.21(수)-05.04(화)|2021-04-30|440.0|20210421|20210504|13|캔버스랩 가로수길|서울 강남구 가로수길 77|127.022304730764|37.5230237498282
311|불가리|퍼퓸|강남|4/16~5/5|2019-04-20|441.0|20190416|20190505|19|압구정로데오거리|서울 강남구 신사동 668-33|127.039152029523|37.5267558230172
312|돌체앤가바나|메이크업 제품|신세계 강남|4/8~4/14|2019-04-09|442.0|20190408|20190414|6|신세계백화점 강남점|서울 서초구 신반포로 176|127.00432032924516|37.505305732081965
313|에스티로더|립스파라운지|신사 가로수길|2/14~2/22|2019-02-14|443.0|20190214|20190222|8|Apple 가로수길|서울 강남구 가로수길 43|127.02272940977892|37.520819816124934
314|LG|arcade game|강남구 강남대로 420|10.12(수)-11.27(일)|2022-10-27|444.0|20221012|20221127|46|두껍상회 강남|서울 강남구 강남대로 420|127.02704431689625|37.50018049799446
315|해밀|전시|은평한옥마을|08.21(토)-09.04(토)|2021-08-24|445.0|20210821|20210904|14|은평한옥마을|서울 은평구 연서로50길 7-12|126.939092437378|37.6414862798216
316|폴스부띠끄|가방|영등포 타임스퀘어|9.10 - 9.22|2019-09-19|446.0|20190910|20190922|12|타임스퀘어|서울 영등포구 영중로 15|126.90307140055172|37.51710523750273
317|카스|초대잔|여의도 IFC몰|04.05(수)-04.16(일)|2023-04-06|447.0|20230405|20230416|11|IFC몰|서울 영등포구 국제금융로 10|126.925955827282|37.5250668422081
318|문보장 팝업스토어|문구|성수이로 88,데어바타테|10.20(목)-11.27(일)|2022-11-22|448.0|20221020|20221127|38|데어바타테|서울 성동구 성수이로 88|127.056750139664|37.5426639544529
319|대원미디어|장난감, 피규어, 문구류|코엑스 메가박스 버거킹 옆 공실|19.12.13(금) ~ 20.12.15(일)|2019-12-13|449.0|20191213|20191215|2|버거킹 삼성중앙역점|서울 강남구 봉은사로 502|127.053805954803|37.5128529858693
320|실바니안|패밀리|스타필드하남|3/11~3/24|2019-03-14|450.0|20190311|20190324|13|스타필드 하남|경기 하남시 미사대로 750|127.223691197241|37.5454930733426
321|마블|로봇|하남 스타필드 지하1층|05.01(토)-05.21(금)|2021-05-07|452.0|20210501|20210521|20|스타필드 하남|경기 하남시 미사대로 750|127.223691197241|37.5454930733426
322|원정요|뷰티|영등포구|11.03(목)-11.16(수)|2022-11-08|455.0|20221103|20221116|13|한강|서울 영등포구 여의도동|126.947545050571|37.5250892160129
323|몽샹82|빵|신백 강남점|3.15(화)-3.20(일)|2022-03-16|456.0|20220315|20220320|5|장치미못|충북 제천시 두학동|128.275749372374|37.1299557113314
324|월리|티셔츠, 포스터|더현대 서울|06.24(금)-07.13(수)|2022-06-29|457.0|20220624|20220713|19|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
325|제이리움|남성복|현대백화점 무역센터점|2/15~2/28|2019-02-20|458.0|20190215|20190228|13|현대백화점 무역센터점|서울 강남구 테헤란로 517|127.05977475920854|37.508651435836725
326|호떡스,클라우드에잇,컬쳐커넥션,GENELEC,유어굿즈,몽슈슈,피치바나나,수잇수잇,써모머그|팝업행사|신사동 가로수길 36 가로골목|04.30(토)-05.22(일)|2022-05-11|460.0|20220430|20220522|22|가로골목|서울 강남구 가로수길 36|127.023248487971|37.5203448865322
327|시노베|치즈, 치즈와플|부산 해운대구 센텀남대로 35|3월 6일 - 4월 19일|2020-04-07|461.0|20200306|20200419|44|신세계백화점 센텀시티점|부산 해운대구 센텀남대로 35|129.12907174004943|35.16864392798528
328|사이사이|여성복, 모자, 주얼리|롯데월드몰 2층|02.01(월) - 03.31(수)|2021-02-19|462.0|20210201|20210331|58|롯데월드타워|서울 송파구 올림픽로 300|127.10255558658325|37.51260447840551
329|디즈니|악당 상품|잠실 롯데월드몰|10.3~10.31|2019-10-07|463.0|20191003|20191031|28|롯데월드타워&롯데월드몰|서울 송파구 올림픽로 300|127.104079482694|37.5136519138098
330|오뚜기|3분 시리즈, 컵밥, 컵피자 등|강남구 압구정로 12길 22|9.5~9.28|2019-09-10|464.0|20190905|20190928|23|CGV씨네드쉐프 압구정|서울 강남구 압구정로30길 45|127.029403809636|37.5243619864858
331|이케아|가구|강남구 강남대로 420|8.22~09.08|2019-08-28|465.0|20190822|20190908|17|두껍상회 강남|서울 강남구 강남대로 420|127.02704431689625|37.50018049799446
332|마이티쏠|핸드메이드 디자인 가구|블랑드누아|07.10 - 07.30|2020-07-08|467.0|20200710|20200730|20|블랑드누아|인천 서구 청라라임로138번길 12|126.654356067312|37.5396453399903
333|바비브라운|코스메틱|성동구 연무장5길 20, 쎈느|03.25(토)-03.26(일)|2023-03-20|469.0|20230325|20230326|1|쎈느|서울 성동구 연무장5길 20|127.05344423870629|37.54489276727298
334|송송카롱|마카롱|롯데백화점 분당점|9.27-10.13|2019-10-08|471.0|20190927|20191013|16|롯데백화점 분당점|경기 성남시 분당구 황새울로200번길 45|127.11451444042125|37.37832438530568
335|쓰레기마트||연남동|6/28~9/5|2019-07-04|472.0|20190628|20190905|69|하루필름 연남점|서울 마포구 동교로46길 40|126.926725005048|37.5621542536479
336|발렌티노|브이링백|신세계백화점 강남|4/5~4/14|2019-04-10|475.0|20190405|20190414|9|신세계백화점 강남점|서울 서초구 신반포로 176|127.00432032924516|37.505305732081965
337|테바|샌들|강남역 슈마커|06.17(목)-08.15(일)|2021-07-16|476.0|20210617|20210815|59|강남역 2호선|서울 강남구 강남대로 지하 396|127.02800140627488|37.49808633653005
338|제이에스티나|뷰티|녹사평|5/31~6/23|2019-06-06|478.0|20190531|20190623|23|녹사평역 6호선|서울 용산구 녹사평대로 지하 195|126.9865496751|37.5347227952064
339|플라워마틴싯봉|팝업스토어|신세계백화점 대구점|8.20~9.15|2019-09-02|479.0|20190820|20190915|26|신세계백화점 대구점|대구 동구 동부로 149|128.6289648557988|35.8777969311124
340|슬밋|뷰티|성동구 서울숲길 50, 프로젝트렌트 2호점|08.11(목)-08.21(일)|2022-08-11|480.0|20220811|20220821|10|프로젝트렌트 2호점|서울 성동구 서울숲길 50|127.042974381639|37.5479027742714
341|쏘쏘패밀리|굿즈|마포구 와우산로35길 13, 오브젝트 서교점 1층|01.04(수)-02.26(일)|2023-02-01|482.0|20230104|20230226|53|오브젝트|서울 마포구 와우산로35길 13|126.9298096541413|37.55569597973931
342|펭수|굿즈|강남구 봉은사로 524, 지하1층 메가박스 앞|12.08(목)-12.18(일)|2022-12-12|483.0|20221208|20221218|10|메가박스 코엑스|서울 강남구 영동대로 513|127.058215118259|37.5130779481089
343|팝가|팝업스토어|잠실종합운동장|08.10(수)-08.14(일)|2022-08-08|484.0|20220810|20220814|4|잠실종합운동장|서울 송파구 올림픽로 25|127.073024865801|37.5145906150942
344|우주먼지 x 마일드무무|인형, 키링, 그립톡, 스티커 등|영등포구 여의대로 108, 더현대서울 5층|04.05(수)-04.16(일)|2023-04-05|485.0|20230405|20230416|11|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
345|뉴발란스|다운점퍼|성수 프로젝트렌트 1,3호점|11.04(목)-11.14(일)|2021-11-09|486.0|20211104|20211114|10|프로젝트렌트 2호점|서울 성동구 서울숲길 50|127.042974381639|37.5479027742714
346|디즈니|아트컬렉션|경기도 성남시 분당구 백현동 541, 판교 현대백화점 5층|04.03(월)-04.16(일)|2023-04-04|487.0|20230403|20230416|13|현대백화점 판교점|경기 성남시 분당구 판교역로146번길 20|127.11204751299005|37.39279718014944
347|언와인드|가구|롯데백화점 잠실|7/8~8/18|2019-07-31|490.0|20190708|20190818|41|롯데백화점 잠실점|서울 송파구 올림픽로 240|127.0985552869803|37.51201141930842
348|샌드박스|굿즈와 편의점 상품화된 전시|더현대서울 지하2층|07.02(금)-07.15(목)|2021-07-02|491.0|20210702|20210715|13|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
349|북해도스위트|프리미엄 수제케익|이마트가양점|2/21~3/6|2019-03-06|492.0|20190221|20190306|13|이마트24 대전가양점|대전 동구 계족로 282|127.438211687565|36.3380162054064
350|FLOT|애완용품|용산아이파크몰|1/4~1/31|2019-01-19|493.0|20190104|20190131|27|아이파크몰 용산점|서울 용산구 한강대로23길 55|126.96453276994514|37.52881667725366
351|이억녀의마카롱|마카롱|롯데백화점 서면점 지하2층|4월 3일 - 4월 16일|2020-04-13|494.0|20200403|20200416|13|롯데백화점 부산본점|부산 부산진구 가야대로 772|129.05641460694002|35.15679136281396
352|밀라튜튜|유아동 발레복|현대백화점 판교|2/22~2/28|2019-02-27|495.0|20190222|20190228|6|현대백화점 판교점|경기 성남시 분당구 판교역로146번길 20|127.11204751299005|37.39279718014944
353|세포라, 마리끌레르, NEXT K-BEAUTY|K뷰티|잠실 롯데월드몰 지하1층 세포라|08.26(목)-10.27(수)|2021-08-31|498.0|20210826|20211027|62|세포라 롯데월드몰점|서울 송파구 올림픽로 300|127.104082842212|37.5136275837509
354|채뉴욕|의류|현대백화점 판교점 4층|01.18(월) – 02.07(일)|2021-02-02|499.0|20210118|20210207|20|현대백화점 판교점|경기 성남시 분당구 판교역로146번길 20|127.11204751299005|37.39279718014944
355|쿠누|주얼리|롯데백화점 노원점|4월 13일 - 4월 19일|2020-04-17|503.0|20200413|20200419|6|롯데백화점 노원점|서울 노원구 동일로 1414|127.06133796050443|37.65507468704351
356|일일공칠X꼬떼아꼬떼|리빙/문구|마포구 망원동 413-48|09.18-09.30|2019-09-26|504.0|20190918|20190930|12|꼬떼아꼬떼|서울 마포구 월드컵로11길 74|126.90697359449494|37.55377008147002
357|레고코리아와 유플러스|레고 제품|강남구 강남대로 426 일상비일상의틈|07.20(수)-08.14(일)|2022-07-26|505.0|20220720|20220814|25|일상비일상의틈|서울 강남구 강남대로 426|127.02675721166952|37.50058151106175
358|웨지우드|테이블 웨어, 티 웨어|롯데백화점 본점 8F|01.22(금) - 02.04(목)|2021-01-29|506.0|20210122|20210204|13|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
359|라이언|치즈볼|현대백화점 판교|1/19~3/14|2019-01-31|507.0|20190119|20190314|54|현대백화점 판교점|경기 성남시 분당구 판교역로146번길 20|127.11204751299005|37.39279718014944
360|오스트카카|다양한 콜라보 제품|성수 오스트카카 쇼룸|07.12(화)-08.07(일)|2022-07-15|508.0|20220712|20220807|26|오스트카카 쇼룸|서울 성동구 아차산로1길 11|127.045752093186|37.5490766328977
361|프랑켄브라우니|브라우니|판교|11.29(금) ~ 12.05(목)|2019-12-02|509.0|20191129|20191205|6|운중천|경기 성남시 분당구 판교동|127.086476030847|37.3888721666183
362|문구모음전|문구|YES24 목동|7/15~9/15|2019-08-09|511.0|20190715|20190915|62|예스24|서울 양천구 오목로 325|126.873800817547|37.5249974007063
363|쇼레이어드|향수|성동구 상원6가길 3 1층|05.26(목)-05.28(토)|2022-05-26|512.0|20220526|20220528|2|글로우바이어스 성수본점|서울 성동구 상원6가길 3|127.04889080424|37.5483870121084
364|세카이|카페|마포구 양화로 188, 5층 모펀카페|05.19(금)-06.04(일)|2023-05-23|513.0|20230519|20230604|16|모펀|서울 마포구 양화로 188|126.926401033509|37.557822960722
365|재벌집 막내아들|팝업스토어|성수|11.17(목)-11.27(일)|2022-11-23|514.0|20221117|20221127|10|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
366|EL-LESS|마켓|수원 롯백|11.29(금) ~ 12.01(일), 3일간|2019-11-29|515.0|20191129|20191201|2|롯데백화점 수원점|경기 수원시 권선구 세화로 134|126.9985231516336|37.26449820456967
367|LINE FRIENDS WORLD|굿즈|현대백화점 목동점 별관 지하2층 & 본관 7층|04.07(금)-04.20(목)|2023-03-31|516.0|20230407|20230420|13|현대백화점 목동점 별관|서울 양천구 목동동로 257|126.875340418741|37.5263937863213
368|김씨네 과일|NFT전시|서울 송파구 올림픽로 300 잠실 롯데월드몰 2층 넥스트뮤지엄|12.23(화)-01.29(수)|2023-01-06|517.0|20231223|20240129|37|호카 롯데월드몰 잠실점|서울 송파구 올림픽로 300|127.104133720427|37.5136122218451
369|꼼데가르송|아우터, 티셔츠, 신발|영등포구 여의대로 108 더현대 서울 1층|05.19(목)-07.03(일)|2022-06-30|518.0|20220519|20220703|45|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
370|WAAC|골프웨어|신사동|05.13(금)-06.07(화)|2022-05-24|519.0|20220513|20220607|25|압구정로데오거리|서울 강남구 신사동 668-33|127.039152029523|37.5267558230172
371|마리끌레르|생일파티|성수|03.01(수)-03.12(일)|2023-03-03|520.0|20230301|20230312|11|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
372|구름이|굿즈|잠실|09.24 - 10.06|2019-09-27|521.0|20190924|20191006|12|석촌호수 서호|서울 송파구 잠실동 47|127.099112837006|37.5076807262772
373|세븐브로이|맥주|서울숲2길 27, 케이퍼필름|05.13(토)-05.28(일)|2023-05-16|522.0|20230513|20230528|15|케이퍼필름|서울 성동구 서울숲2길 27|127.04180148276708|37.54693372059099
374|산비탈|핸드메이드 의류 & 리빙소품|경기 포천시 소흘읍 고모루성길 258, 물꼬방 카페 아래|05.19(금)-05.28(일)|2023-05-19|523.0|20230519|20230528|9|물꼬방|경기 포천시 소흘읍 고모루성길 258|127.159453958292|37.7957126953576
375|시로앤마로|캐릭터상품|현대백화점 중동점|12/7~12/16|2018-12-10|524.0|20181207|20181216|9|현대백화점 중동점|경기 부천시 길주로 180|126.76183908456196|37.50427464649725
376|해스텐스|침구|현대백화점 무역센터점|1월 6일 ~ 3월 29일|2020-02-11|525.0|20200106|20200329|83|현대백화점 무역센터점|서울 강남구 테헤란로 517|127.05977475920854|37.508651435836725
377|윤현상재|타일을 중심으로 한 건축 자재|Space B-E 갤러리 3,4F|08.27(금)-09.15(수)|2021-09-03|526.0|20210827|20210915|19|스페이스비이갤러리|서울 강남구 학동로26길 14|127.029480595505|37.5125047642335
378|해즈브로|완구|코엑스|12.20(금) ~ 12.22(일), 3일간|2019-12-20|527.0|20191220|20191222|2|코엑스|서울 강남구 영동대로 513|127.05882784390123|37.51266138067201
379|꺼비|두껍상회|부산 진구 중앙대로 694|03.10(목)-04.18(월)|2022-03-11|528.0|20220310|20220418|39|쥬디스태화|부산 부산진구 중앙대로 694|129.059623751228|35.1547290384939
380|마미손|굿즈|용산아이파크몰|12/14~12/25|2018-12-15|529.0|20181214|20181225|11|아이파크몰 용산점|서울 용산구 한강대로23길 55|126.96453276994514|37.52881667725366
381|캐스키드슨|팝업|현대백화점 판교|4/8~4/14|2019-04-12|533.0|20190408|20190414|6|현대백화점 판교점|경기 성남시 분당구 판교역로146번길 20|127.11204751299005|37.39279718014944
382|던킨도너츠x킷캣|도너츠|용산구 이태원로 241|11.15 ~ 12.31|2019-11-19|535.0|20191115|20191231|46|비이커 한남점|서울 용산구 이태원로 241|127.000009051592|37.5366192665732
383|시트로엥|자동차|서울역|11.02(토)~11.15(금)|2019-11-07|536.0|20191102|20191115|13|서울역|서울 용산구 한강대로 405|126.970606917394|37.5546788388674
384|민팃 x 워시엔조이|런드리|마포구 연남동|05.07(토)-05.29(일)|2022-05-19|537.0|20220507|20220529|22|하루필름 연남점|서울 마포구 동교로46길 40|126.926725005048|37.5621542536479
385|강릉중화짬뽕빵|빵|롯데백화점본점|7/4~7/14|2019-07-10|538.0|20190704|20190714|10|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
386|디플레르|가방|현대백화점 판교점|8.26~9.9|2019-08-30|539.0|20190826|20190909|14|현대백화점 판교점|경기 성남시 분당구 판교역로146번길 20|127.11204751299005|37.39279718014944
387|닥터브로너스|유기농 화장품|성수|04.14(목)-04.24(일)|2022-04-18|540.0|20220414|20220424|10|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
388|롯데백화점|배틀그라운드|롯데백화점|12/7~12/27|2018-12-12|541.0|20181207|20181227|20|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
389|베어베터|제품 + 빨간 곰 '베베' 가 들어간 귀여운 굿즈|성수|06.14(화)-06.26(일)|2022-06-15|542.0|20220614|20220626|12|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
390|삭스어필|패션양말|이태원|12/22~1/6|2018-12-27|543.0|20181222|20190106|15|이태원거리|서울 용산구 이태원동 119-23|126.99580922812|37.5345613066561
391|맹그로브|부동산|성수|07.01(금)-07.31(일)|2022-07-07|544.0|20220701|20220731|30|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
392|스즈메|애니메이션 굿즈|서대문구 연세로 13, 현대백화점 신촌점 유플렉스 B2|05.26(금)-06.08(목)|2023-05-24|546.0|20230526|20230608|13|현대백화점유플렉스 신촌점|서울 서대문구 연세로 13|126.93661730245256|37.55673777941326
393|브로쓰마카롱|마카롱|서면시장|11.8 ~ 11.14|2019-11-12|547.0|20191108|20191114|6|서면시장|경북 경주시 서면 내서로 401-25|129.048930905315|35.8945611689665
394|로컬옥천마켓|농산품|경리단길|04.30(금)-05.31(월)|2021-05-11|549.0|20210430|20210531|31|경리단길|서울 용산구 이태원동 210-5|126.991721972247|37.5397580614249
395|더앨리|흑당밀크티|비이커 한남|5/31~7/31|2019-06-17|550.0|20190531|20190731|61|비이커 한남점|서울 용산구 이태원로 241|127.000009051592|37.5366192665732
396|딜라잇|스테인드글라스|연희대공원|09.13(월)-09.19(일)|2021-09-16|551.0|20210913|20210919|6|가든어스 연희대공원점|서울 서대문구 연희로11가길 42|126.927739100836|37.5668706921165
397|서울우유|디저트카페|롯데백화점 관악|3/5~5/31|2019-04-24|552.0|20190305|20190531|87|롯데백화점 관악점|서울 관악구 봉천로 209|126.92495197933515|37.49045140859353
398|아쿠아 디 파르마|향수 선물 세트|롯데백화점 본점 1층|02.09(화) - 02.28(일)|2021-02-17|554.0|20210209|20210228|19|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
