id|brandNm|product|location|date|post_date|origin_data_index|start_ymd|end_ymd|date_diff|address_name|address|x|y
399|키엘|홀리데이 리미티드 에디션|코엑스|11/22~12/27|2018-12-04|555.0|20181122|20181227|35|코엑스|서울 강남구 영동대로 513|127.05882784390123|37.51266138067201
400|에스더버니|틴케이스, 스티커, 노트, 클립보드, 엘홀더, 에어팟케이스 등|현대백화점 중동|5/3~5/12|2019-05-08|556.0|20190503|20190512|9|현대백화점 중동점|경기 부천시 길주로 180|126.76183908456196|37.50427464649725
401|요기보|빈백소파|파라다이스시티(인천)호텔 원더박스|19.11.30 ~ 20.01.01|2019-12-06|557.0|20191130|20200101|32|파라다이스시티|인천 중구 영종해안남로321번길 186|126.45581261785026|37.43715757694489
402|모락모락|팝업스토어|서울 성동구 성수동1가 뚝섬로 317, 성수 스밍 스튜디오|11/26(토)-11/27(일) 12:00-18:00|2022-11-25|558.0|20221126|20221127|1|오즈독서실 성수캠퍼스|서울 성동구 뚝섬로 317|127.046252060287|37.5413999255231
403|펜할리곤스|퍼퓸|롯데백화점인천터미널점|4/12~6/16|2019-05-03|559.0|20190412|20190616|65|피디오클래식 롯데백화점 인천점|인천 미추홀구 연남로 35|126.701518656935|37.4425060496762
404|누뷜|슬라임|북수원홈플러스|11/29~12/05|2018-12-04|560.0|20181129|20181205|6|홈플러스 메가푸드마켓 북수원점|경기 수원시 장안구 경수대로 930|127.00877533886627|37.30272898082712
405|비스테까|디저트|신세계백화점 센텀시티점 외 4곳|2월 12일 ~ 2월 14일|2020-02-12|562.0|20200212|20200214|2|신세계백화점 센텀시티점|부산 해운대구 센텀남대로 35|129.12907174004943|35.16864392798528
406|크리스찬 루부탱|구두, 백, 향수, 메이크업|더현대 서울 영등포구 여의대로 108, 1층|01.09(월)-01.26(목)|2023-01-20|563.0|20230109|20230126|17|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
407|꽈페|꽈배기|광교 갤러리아 백화점|04.01(목) - 05.31(월)|2021-04-06|564.0|20210401|20210531|60|갤러리아백화점 광교점|경기 수원시 영통구 광교중앙로 124|127.05724077247974|37.28526236797372
408|조 러브스|향수|신사동 가로수길(도산대로11길 16)|04.06(화)-06.30(수)|2021-06-21|565.0|20210406|20210630|85|Apple 가로수길|서울 강남구 가로수길 43|127.02272940977892|37.520819816124934
409|칠성X타미야|팝업|성수|11.17(목)-11.19(토)|2022-11-18|566.0|20221117|20221119|2|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
410|원소주|소주|성수|05.19(금)-06.04(일)|2023-05-25|567.0|20230519|20230604|16|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
411|브릭스|가방|신세계백화점 강남|6/5~6/13|2019-06-10|568.0|20190605|20190613|8|신세계백화점 강남점|서울 서초구 신반포로 176|127.00432032924516|37.505305732081965
412|현대백화점 신촌|인기 남성복|부영을지빌딩|2/25~2/28|2019-02-25|570.0|20190225|20190228|3|을지부영빌딩 주차장|서울 중구 을지로 29|126.98102256588358|37.56644348620715
413|얼빈스솔티드에그|과자|잠실롯데몰|11/30~12/04|2018-12-04|571.0|20181130|20181204|4|롯데월드타워&롯데월드몰|서울 송파구 올림픽로 300|127.104079482694|37.5136519138098
414|필굿 x 고래사어묵|어묵바|성동구 성수이로 3길 18-1|12.02(금)-12.18(일)|2022-12-06|572.0|20221202|20221218|16|시크릿가든|서울 성동구 성수이로3길 18-1|127.052712435553|37.5373183914012
415|아바타|팝업스토어|영등포구 여의대로 108|11.26(토)-12.10(토) ⚠️12/9(금) 제외|2022-12-01|573.0|20221126|20221210|14|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
416|탬버린즈|퍼퓸 비누|성동구 연무장5길 8|04.28(금)-05.28(일)|2023-05-24|574.0|20230428|20230528|30|쏠엠디에스|서울 성동구 연무장5길 8|127.052567611246|37.5437687137159
417|KBO|야구굿즈|성수 카페거리|06.30(목)-07.10(일)|2022-07-05|575.0|20220630|20220710|10|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
418|우리은행|은행|마포구 양화로 188 17층 무신사 테라스|09.17(토) – 12.18(일)|2022-10-04|576.0|20220917|20221218|92|무신사테라스|서울 마포구 양화로 188|126.92649844260333|37.5577446346546
419|포셉|썸머|신세계백화점 강남|7/19~7/25|2019-07-23|578.0|20190719|20190725|6|신세계백화점 강남점|서울 서초구 신반포로 176|127.00432032924516|37.505305732081965
420|얼터너티브스테레오|뷰티|성동구 서울숲길43 프로젝트렌트 1호점|08.23(화)-09.04(일)|2022-08-26|580.0|20220823|20220904|12|프로젝트렌트 1호점|서울 성동구 서울숲길 43|127.042493557537|37.5481038709984
421|질스튜어트뉴욕&코코카피탄|콜라보|압구정|4/3~4/22|2019-04-13|582.0|20190403|20190422|19|압구정지|서울 강남구 압구정로29길 68|127.029112581665|37.5318259575355
422|산드로,마쥬,누디진,자딕앤볼테르,헬무트랭|컨템포러리 브랜드|강남역|3/2~3/31|2019-03-02|583.0|20190302|20190331|29|강남역 2호선|서울 강남구 강남대로 지하 396|127.02800140627488|37.49808633653005
423|롯데칠성음료|클라우드 생 드래프트|성수 에스팩토리 루프탑|08.26(금)-09.07(수)|2022-08-31|585.0|20220826|20220907|12|에스팩토리|서울 성동구 연무장15길 11|127.059573316959|37.5426445439481
424|츄파춥스|자이언트츄파춥스|부산 신세계사이먼|2/22~2/28|2019-02-28|586.0|20190222|20190228|6|신세계프리미엄아울렛 부산|부산 기장군 장안읍 정관로 1133|129.23507911788118|35.323793569167606
425|동방북스|영어원서|현대백화점 판교|2/1~2/28|2019-02-11|587.0|20190201|20190228|27|현대백화점 판교점|경기 성남시 분당구 판교역로146번길 20|127.11204751299005|37.39279718014944
426|Vunque|가방|롯데백화점본점|12/27~1/13|2019-01-07|588.0|20191227|20200113|17|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
427|보니앤코|가방|현대백화점 판교점 7층 팝업 ZONE|1월 22일 ~ 2월 6일|2020-01-29|589.0|20200122|20200206|15|현대백화점 판교점|경기 성남시 분당구 판교역로146번길 20|127.11204751299005|37.39279718014944
428|호롱상회|호롱|인사동 쌈지길 3층|11.01(월)-11.30(화)|2021-11-10|590.0|20211101|20211130|29|쌈지길|서울 종로구 인사동길 44|126.984731319433|37.5743520602942
429|탈리스커|국내 첫 팝업스토어|강원도 고성군 토성면 천진해변길 43, 글라스하우스|11.07(목) – 11.17(목)|2022-11-10|592.0|20221107|20221117|10|글라스하우스|강원 고성군 토성면 천진해변길 43|128.559969824945|38.2604284031196
430|송월타올|타올쿤 의류, 식기, 코스터 등 50여 종의 라이프스타일 굿즈|성동구 연무장길 1, 퓨처소사이어티|02.02(목)-02.11(토)|2023-02-06|594.0|20230202|20230211|9|퓨처소사이어티|서울 성동구 연무장길 1|127.049947193095|37.5441698948594
431|리얼닥터|건강기능식품|프로필 링크에서 확인|01.27(수) - 01.31(일)|2021-01-27|595.0|20210127|20210131|4|바디프로필GYM|인천 중구 관창로 2|126.532551081598|37.4914696068552
432|엘레쎄x스티그마|팝업|건대커먼그라운드|6/26~7/19|2019-07-03|596.0|20190626|20190719|23|커먼그라운드|서울 광진구 아차산로 200|127.0656686600397|37.54105555235208
433|랑방, 불가리, 모로칸오일, 루치펠로|향수, 코스메틱, 헤어 제품, 치약|온라인|01/21(목) - 01/24(일)|2021-01-21|598.0|20210121|20210124|3|온라인투어|서울 종로구 효자로 23|126.97367244198514|37.578073021010816
434|디포레스트|쥬얼리|을지로 센터원|1/21~1/25|2019-01-22|599.0|20190121|20190125|4|미래에셋센터원빌딩|서울 중구 을지로5길 26|126.98517192457969|37.56738381897748
435|현대극장|팝업스토어|전주 한옥마을|8.18 - 10.13|2019-09-16|600.0|20190818|20191013|56|전주한옥마을|전북 전주시 완산구 풍남동3가 64-1|127.152557091072|35.8148243087693
436|스위트스팟|가방, 악세사리|롯데월드몰|4/1~4/30|2019-04-04|601.0|20190401|20190430|29|롯데월드타워|서울 송파구 올림픽로 300|127.10255558658325|37.51260447840551
437|원피스|한정상품|용산아이파크몰|3/30~4/28|2019-04-12|602.0|20190330|20190428|29|아이파크몰 용산점|서울 용산구 한강대로23길 55|126.96453276994514|37.52881667725366
438|쿠키런|모바일 게임|신세계 센텀/대구/영등포|11/30~12/16|2018-12-04|603.0|20181130|20181216|16|신세계백화점 강남점|서울 서초구 신반포로 176|127.00432032924516|37.505305732081965
439|코나모르|가방|갤러리아백화점 광교점|4월 20일 - 4월 23일|2020-04-21|604.0|20200420|20200423|3|갤러리아백화점 광교점|경기 수원시 영통구 광교중앙로 124|127.05724077247974|37.28526236797372
440|제주위트|시장바, 맥주, 안주, K-푸드|광장시장 종로구 종로32길 21-1|05.05(금)-05.28(일)|2023-05-11|606.0|20230505|20230528|23|속초시장닭강정 광장시장점|서울 종로구 종로32길 5|127.000724456397|37.5706193220462
441|나리꼬모|JMT쿠키와 도넛|AK플라자 수원|3/22~3/28|2019-03-22|607.0|20190322|20190328|6|AK플라자 수원|경기 수원시 팔달구 덕영대로 924|127.000689957099|37.2655524309286
442|에딕티|밀크티|서울시 중구 을지로 30 롯데백화점 본점 지하1층|19.12.14(금) - 12.12.26(금), 13일간|2019-12-19|608.0|20191214|20191226|12|롯데백화점본점 주차장|서울 중구 을지로 30|126.981802763133|37.5651353627741
443|무직타이거|굿즈|더현대 서울|07.28(목)-08.10(수)|2022-08-03|609.0|20220728|20220810|13|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
444|화소반|그릇|갤러리아 압구정 본점|05.17(월)-06.30(수)|2021-06-14|610.0|20210517|20210630|44|삼성스토어 갤러리아본점|서울 강남구 압구정로 343|127.040053463268|37.5284746322676
445|나이키, 아디다스, 휠라, 아식스, 라코스테, 컨버스|할인 슈즈|프로필 링크|02.03(수) - 02.07(일)|2021-02-03|612.0|20210203|20210207|4|바디프로필GYM|인천 중구 관창로 2|126.532551081598|37.4914696068552
446|나이키, 아디다스, 컨버스, 아웃도어, 타키, 리복, 휠라|스포츠|상암DDMC|3/4~3/8|2019-03-04|614.0|20190304|20190308|4|상암DDMC|서울 마포구 매봉산로 75|126.892859814848|37.5784453978311
447|몰링부스|팝업스토어|교보문고 핫트렉스|09.16 ~ 09.30|2019-09-25|615.0|20190916|20190930|14|교보핫트랙스 대구점|대구 중구 국채보상로 586|128.594869558919|35.8704632886035
448|필그림|주얼리|시청역 퍼시픽타워|3/4~3/8|2019-03-04|616.0|20190304|20190308|4|퍼시픽타워|서울 중구 세종대로9길 41|126.972990175293|37.5613612035272
449|로저비비에|가방, 구두|신세계강남|1/11~1/20|2019-01-17|617.0|20190111|20190120|9|신세계백화점 강남점|서울 서초구 신반포로 176|127.00432032924516|37.505305732081965
450|Mmlg|팝업스토어|성동구 아차산로 104 무신사 테라스 성수|07.25(월)-08.18(목)|2022-07-28|620.0|20220725|20220818|24|무신사 테라스 성수|서울 성동구 아차산로 104|127.055446790141|37.5444413443547
451|닥터자르트|세라마이딘|홍대|12/14~12/30|2018-12-16|621.0|20181214|20181230|16|홍익대학교 서울캠퍼스|서울 마포구 와우산로 94|126.925554591431|37.550874837441
452|뉴발란스|키즈|현대백화점 목동점|9.20 - 9.29|2019-09-24|622.0|20190920|20190929|9|현대백화점 목동점|서울 양천구 목동동로 257|126.87525853214666|37.526654089298255
453|젠틀몬스터x몽클레르|의류|하우스도산|05.05(목)-05.30(월)|2022-05-12|623.0|20220505|20220530|25|하우스도산|서울 강남구 압구정로46길 50|127.03568053926668|37.525365775581726
454|구스 아일랜드|맥주|가로수길 애플스토어 맞은편|04.10(토)-05.02(일)|2021-04-23|624.0|20210410|20210502|22|Apple 가로수길|서울 강남구 가로수길 43|127.02272940977892|37.520819816124934
455|라코스테X폴라로이드|컬렉션|가로수길|03.24(수) - 04.17(토)|2021-04-02|625.0|20210324|20210417|24|Apple 가로수길|서울 강남구 가로수길 43|127.02272940977892|37.520819816124934
456|마르디 메크르디|여성 패션 브랜드|영등포구 여의대로 108 더현대 서울 지하2층|08.01(월)-08.31(수)|2022-08-02|626.0|20220801|20220831|30|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
457|이에이에이머스타링|패션잡화|롯데백화점|5월 1일 - 5월 14일|2020-05-06|628.0|20200501|20200514|13|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
458|호텔드 솔브|이너웨어|성수|05.15(월)-05.28(일)|2023-05-18|630.0|20230515|20230528|13|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
459|동명양과자점|초코디저트|수원 AK 플라자 백화점 B1층 식품관|2월 7일 - 2월 14일|2020-02-10|634.0|20200207|20200214|7|AK플라자 수원|경기 수원시 팔달구 덕영대로 924|127.000689957099|37.2655524309286
460|딩딤1968|딤섬|갤러리아백화점 웨스트점|10.7 ~ 10.31|2019-10-18|637.0|20191007|20191031|24|갤러리아백화점 WEST점|서울 강남구 압구정로 343|127.04014394421372|37.52842774945761
461|홈오브치즈|프랑스 치즈|홍대 연남방앗간|10.28(목)-10.31(일)|2021-10-29|638.0|20211028|20211031|3|연남방앗간|서울 마포구 동교로29길 34|126.923162089564|37.5620564830099
462|슈가슈가룬|카페|용산 아이파크몰|03.04(토)-04.30(일)|2023-03-22|639.0|20230304|20230430|57|아이파크몰 용산점|서울 용산구 한강대로23길 55|126.96453276994514|37.52881667725366
463|후원스투칠|맨투맨, 후드, 티셔츠|서울시 강남구 테헤란로 521 파르나스몰 지하1층|03.17(수) - 03.21(일)|2021-03-19|640.0|20210317|20210321|4|파르나스몰|서울 강남구 테헤란로 521|127.060831669861|37.5093068276361
464|슷퍼마켓|팝업스토어|가로수길 by대한민국(강남구 압구정로 12길 22)|9.5 - 9.28|2019-09-18|641.0|20190905|20190928|23|by대한민국|서울 강남구 가로수길 69|127.022380383862|37.5225543131502
465|레드벨벳|팝업스토어|도쿄 시부야|1/2~1/20|2019-01-11|642.0|20190102|20190120|18|도쿄이즈미|충북 청주시 서원구 산남로 76|127.4656809542114|36.611325848630614
466|리디북스|이북리더기|영풍문고|12/21~12/26|2018-12-25|643.0|20181221|20181226|5|영풍문고 종각종로본점|서울 종로구 청계천로 41|126.98234157352653|37.56978007792503
467|미니언즈|특별전|인사동|19.10.22~20.03.15|2020-02-14|645.0|20201022|20210315|144|다이나믹메이즈 서울인사동점|서울 종로구 인사동길 12|126.98714973498457|37.57189803811425
468|시노베|브라운치즈|롯데백화점 부산 본점|9.27 - 10.03|2019-09-30|646.0|20190927|20191003|6|롯데백화점 부산본점|부산 부산진구 가야대로 772|129.05641460694002|35.15679136281396
469|디즈니|굿즈|파르나스몰|02.28(화)-03.12(일)|2023-02-28|647.0|20230228|20230312|12|파르나스몰|서울 강남구 테헤란로 521|127.060831669861|37.5093068276361
470|살롱뒤쇼콜라|디저트|코엑스|1/10~1/13|2019-01-09|648.0|20190110|20190113|3|코엑스|서울 강남구 영동대로 513|127.05882784390123|37.51266138067201
471|러브이즈트루|의류, 러그, 악세서리 제품 + 22 겨울 콜렉션|영등포구 여의대로 108, 더현대서울 지하2층|11.24(목)-12.07(수)|2022-11-30|649.0|20221124|20221207|13|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
472|프레그런스 바|니치 향수|성수|05.04(목)-05.14(일)|2023-05-05|650.0|20230504|20230514|10|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
473|조구만 스튜디오|굿즈|영등포구 여의대로 108 더현대 서울 5층|04.15(금)-04.28(목)|2022-04-22|652.0|20220415|20220428|13|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
474|줄리앤줄리아|디저트|롯데백화점 부산|5/1~5/8|2019-05-07|653.0|20190501|20190508|7|롯데백화점 부산본점|부산 부산진구 가야대로 772|129.05641460694002|35.15679136281396
475|국제앰네스티|초샵|마포구 토정로 3길 13|08.05(금)-09.30(금)|2022-09-07|654.0|20220805|20220930|56|러브피스마음|서울 마포구 토정로3길 13|126.91420245688164|37.5462972703927
476|APOC SEOUL|의류|성수동|04.02(토)-04.10(일)|2022-04-05|656.0|20220402|20220410|8|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
477|페이퍼팝|종이 가구|현대시티몰 가든파이브점|09.16(금)-09.29(목)|2022-09-21|657.0|20220916|20220929|13|현대시티몰 가든파이브점|서울 송파구 충민로 66|127.12504049785139|37.47804724526708
478|피터젠슨|키즈 상품군|대구 신세계|1/22~2/13|2019-01-29|658.0|20190122|20190213|22|신세계백화점 대구점|대구 동구 동부로 149|128.6289648557988|35.8777969311124
479|애기바당|유아브랜드|스타필드 고양|2/28~3/28|2019-03-17|659.0|20190228|20190328|28|스타필드 고양|경기 고양시 덕양구 고양대로 1955|126.89495970523106|37.64697646971491
480|HIGH_STREET_ITALIA|F&B, 화장품, 패션, 라이프스타일|강남구 압구정로 12길 22|19.12.11 - 20.10.31|2019-12-30|660.0|20191211|20201031|325|CGV씨네드쉐프 압구정|서울 강남구 압구정로30길 45|127.029403809636|37.5243619864858
481|스톤헨지|주얼리|롯데백화점 부산점|8.17~8.25|2019-08-21|661.0|20190817|20190825|8|롯데백화점 부산본점|부산 부산진구 가야대로 772|129.05641460694002|35.15679136281396
482|쏘나타|팝업|성수|04.19-04.26|2023-04-21|662.0|20230419|20230426|7|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
483|제이스타일|빅사이즈 여성의류|가로수길|12/20~12/23|2018-12-21|663.0|20181220|20181223|3|Apple 가로수길|서울 강남구 가로수길 43|127.02272940977892|37.520819816124934
484|해피미키이어|굿즈|잠실 롯데월드몰 1층 아트리움|1월 19일(일) - 2월 9일(일)|2020-01-23|664.0|20200119|20200209|21|아트리움|서울 송파구 송파대로42길 40|127.111407835534|37.5067660626364
485|소울메이트|팝업스토어|성동구 연무장17길 4|02.24(금)-03.22(수)|2023-03-05|665.0|20230224|20230322|26|LES601 성수|서울 성동구 연무장17길 4|127.061119947761|37.5410327662869
486|벨레다|뷰티 제품|서울숲길 50 프로젝트렌트 6호점|05.12(수)-05.22(일)|2022-05-17|667.0|20220512|20220522|10|프로젝트렌트 6호점|서울 성동구 서울숲길 50|127.042967588821|37.547897370751
487|스노우샵|굿즈|잠실 롯데월드몰 B1층 Zara home 옆 'SNOW#'|19.12.7(토) ~ 20.1.31(금)|2019-12-09|669.0|20191207|20200131|55|ZARA HOME 롯데월드몰점|서울 송파구 올림픽로 300|127.104093110958|37.513691545961
488|BOSE|오디오 기기|스타필드 고양 1F|1월 8일 ~ 1월 19일|2020-01-13|672.0|20200108|20200119|11|스타벅스 스타필드고양1F R점|경기 고양시 덕양구 고양대로 1955|126.89593933703453|37.64710365573152
489|KANU|카페/커피|서울 성동구 서울숲4길 15-1|03.25(토)-05.21(일)|2023-03-31|673.0|20230325|20230521|57|카누하우스|서울 성동구 서울숲4길 15-1|127.04262787425|37.547495648429
490|겟댓샷|팝업스토어|영등포구 경인로 846, 롯데백화점 영등포점 1층 겟댓샷|03.10(금)-03.29(수)|2023-03-13|675.0|20230310|20230329|19|롯데백화점 영등포점|서울 영등포구 경인로 846|126.907291953523|37.5160148076443
491|메이크스타|팝업|가로수길 by대한민국 (강남그 압구정로12길 22)|09.05~09.28|2019-09-07|676.0|20190905|20190928|23|by대한민국|서울 강남구 가로수길 69|127.022380383862|37.5225543131502
492|제주맥주|맥주|성수동 연무장1길 7-1 공간와디즈 1층 야외마당|06.24(금)-06.26(일)|2022-06-24|678.0|20220624|20220626|2|공간와디즈|서울 성동구 연무장1길 7-1|127.05052480325075|37.544930092473344
493|IWC|시계|롯데백화점본점|2/26~3/7|2019-03-03|679.0|20190226|20190307|9|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
494|애니작|좀비덤|현대백화점 신촌점|10.22(금)-10.31(일)|2021-10-22|680.0|20211022|20211031|9|현대백화점 신촌점|서울 서대문구 신촌로 83|126.93581652251622|37.556153500544426
495|슈퍼말차|말차 제품|현대백화점 무역센터점|08.01(월)-08.07(일)|2022-08-04|681.0|20220801|20220807|6|현대백화점 무역센터점|서울 강남구 테헤란로 517|127.05977475920854|37.508651435836725
496|와이케이|의류 상품|성수|05.18(목)-05.21(일)|2023-05-18|682.0|20230518|20230521|3|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
497|로이비|향수, 스킨케어|신사동 536-16|04.06-06.30|2021-05-28|683.0|20210406|20210630|85|딥티크 가로수길 플래그십스토어|서울 강남구 가로수길 15|127.022974290953|37.5188907211712
498|하리보|젤리|종로구 인사동길 49 B1, 인사센트럴뮤지엄|03.13(월)-08.15(화)|2023-03-15|684.0|20230313|20230815|155|인생네컷 서울인사동점|서울 종로구 인사동길 49|126.983529092023|37.5744546120781
499|예일|그로서리&델리|무신사 테라스 성수|05.09(월)-07.10(일)|2022-05-18|685.0|20220509|20220710|62|무신사 테라스 성수|서울 성동구 아차산로 104|127.055446790141|37.5444413443547
500|테디아일랜드|마스크팩|롯데에비뉴엘 잠실|3/29~4/7|2019-03-29|686.0|20190329|20190407|9|롯데에비뉴엘 잠실점|서울 송파구 올림픽로 300|127.1017076705143|37.51289803779354
501|도어투성수x메이플스토리|팝업스토어|성수|12.20-01.08|2022-12-29|687.0|20221220|20230108|19|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
502|디즈니 코리아|마블 히어로|안성 스타필드|04.25(월)-05.08(일)|2022-04-28|688.0|20220425|20220508|13|스타필드 안성|경기 안성시 공도읍 서동대로 3930-39|127.14709467672208|36.99502539359405
503|플레이리스트|굿즈|가로수길 by대한민국(강남구 압구정로 12길 22)|09.05~09.28|2019-09-06|690.0|20190905|20190928|23|by대한민국|서울 강남구 가로수길 69|127.022380383862|37.5225543131502
504|러버덕 프로젝트|팝업스토어|잠실 롯데타워몰|09.30(금)-10.31(월)|2022-09-28|691.0|20220930|20221031|31|롯데월드타워|서울 송파구 올림픽로 300|127.10255558658325|37.51260447840551
505|농심 켈로그|팝업스토어|연희동|09.30(금)-10.21(금)|2022-10-11|692.0|20220930|20221021|21|인천둘레길 2코스|인천 서구 공촌동|126.69011978495455|37.54411984257326
506|칠성사이다 x LABOH|두피케어|성동구 아차산로11길 7, 아모레성수|05.16(화)-05.28(일)|2023-05-17|693.0|20230516|20230528|12|아모레 성수|서울 성동구 아차산로11길 7|127.05918089585325|37.544358442027864
507|코카콜라|음료|피치스 도원|07.16(토)-07.23(토)|2022-07-22|694.0|20220716|20220723|7|피치스 도원|서울 성동구 연무장3길 9|127.051384453275|37.5444251619727
508|원신|게임|한강 세빛섬|07.28(목)-08.03(수)|2022-07-29|695.0|20220728|20220803|6|세빛섬|서울 서초구 올림픽대로 2085-14|126.99588851601666|37.51233177478449
509|원신|팝업|신촌 현대백화점|10.14-10.23|2022-10-14|696.0|20221014|20221023|9|현대백화점 신촌점|서울 서대문구 신촌로 83|126.93581652251622|37.556153500544426
510|세인트제임스|의류|롯데백화점 본점|3/5~3/14|2019-03-11|697.0|20190305|20190314|9|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
511|오버워치2|게임|성동구 성수이로71, 수피|11.10(목)-11.20(일)|2022-11-10|698.0|20221110|20221120|10|수피|서울 성동구 성수이로 71|127.055888303452|37.5416804739661
512|호즈미|B급제품|경복궁역 원모어백|3/22~4/8|2019-04-03|699.0|20190322|20190408|17|원모어백|서울 종로구 필운대로 6-1|126.969375665272|37.5766484135984
513|ALDO|슈즈|강남구 테헤란로 152 B2F|1월 14일 ~ 1월 23일|2020-01-14|700.0|20200114|20200123|9|KB국민은행 강남파이낸스종합금융센터|서울 강남구 테헤란로 152|127.036600358049|37.5000689020729
514|젤리크루|굿즈|영등포구 영중로 9, 지하 2층|02.24(금)-03.16(목)|2023-03-09|701.0|20230224|20230316|20|반스 신세계 영등포점|서울 영등포구 영중로 9|126.905566621287|37.5171883491001
515|코카-콜라|드림월드|홍대|10.22(토)-12.04(일)|2022-10-28|702.0|20221022|20221204|43|홍익대학교 서울캠퍼스|서울 마포구 와우산로 94|126.925554591431|37.550874837441
516|커버낫|봄옷|신세계 의정부|3/1~4/10|2019-03-19|707.0|20190301|20190410|40|신세계백화점 의정부점|경기 의정부시 평화로 525|127.04630894444334|37.73721361824764
517|모어앤와인|와인|태평빌딩 식객촌|12/03~12/07|2018-12-04|708.0|20181203|20181207|4|태평빌딩|서울 중구 세종대로 74-1|126.976905851022|37.5627603811247
518|한국 야쿠르트|팝업스토어|양천구 목동동로10길 22, hy프레딧샵|10.05(수)-10.14(금)|2022-10-07|709.0|20221005|20221014|9|하이씨앤씨 본관|서울 양천구 목동동로10길 22|126.872008689637|37.5191497701246
519|메이플스토리|팝업스토어|중구 을지로 281, DDP 아트홀|04.28(금)-04.30(일)|2023-04-28|711.0|20230428|20230430|2|동대문디자인플라자|서울 중구 을지로 281|127.009911013917|37.5671843130818
520|메르세데스-벤츠|전기차|강남구 도산대로 15길 35|19.10.23 ~ 20.01.19|2019-10-23|712.0|20191023|20200119|88|신사가로수길 유료주차장|서울 강남구 도산대로15길 35|127.02328249461397|37.52057193258395
521|포테이토스테이션|감자 덕후를 위한 팝업스토어|현대프리미엄아울렛 송도점 B1F 가든스퀘어|03.24(금)-04.06(목) 월-일: 10:30~21:00|2023-03-22|713.0|20230324|20230406|13|니뽕내뽕 트리플스트리트점|인천 연수구 송도과학로16번길 33-4|126.662841635005|37.3786596951371
522|에뛰드하우스|립스톡|명동|4/6~4/30|2019-04-14|714.0|20190406|20190430|24|명동거리|서울 중구 명동2가|126.984901336292|37.5620769169639
523|마이멜로디|굿즈|마포구 월드컵북로 6길 88-10|07.18 - 08.09|2020-07-28|715.0|20200718|20200809|22|8810리스트레토바|서울 마포구 월드컵북로6길 88-10|126.92300360763343|37.55988137399502
524|쇼쉬르라팡, 알엑스바, TIxSelby|슈즈, 프로틴바, 시그니처 제품|미상|09.11 - 09.27, 09.04 - 09.13, 09.07 - 09.20|2020-09-09|716.0|20200927|20210409|194|미상|부산 동구 범곡북로 14|129.054252905542|35.1417777040349
525|ahro|향수, 캔들|성수|06.10(금)-06.12(일)|2022-06-10|717.0|20220610|20220612|2|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
526|쓰담슈즈|구두|을지로입구 센터원빌딩|6/3~6/7|2019-06-05|718.0|20190603|20190607|4|미래에셋센터원빌딩|서울 중구 을지로5길 26|126.98517192457969|37.56738381897748
527|리솜|생활한복|현대백화점 충청|3/22~4/11|2019-03-28|719.0|20190322|20190411|20|현대백화점 충청점|충북 청주시 흥덕구 직지대로 308|127.426506441269|36.6448287847106
528|도제x콩콩|샌드위치|롯데백화점|02.26(금) -03.07(일)|2021-03-08|720.0|20210226|20210307|9|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
529|디즈니애니메이션|디즈니애니메이션특별전|동대문DDP|4/19~8/18|2019-06-25|722.0|20190419|20190818|121|동대문디자인플라자|서울 중구 을지로 281|127.009911013917|37.5671843130818
530|유니콘|할로윈 야시장, 플리마켓|용산아이파크몰 6층, 용산아이파크몰 4층 더가든|10.28(월) - 11.03(일), 10.31(목) - 11.03(일)|2019-10-28|724.0|20191028|20191103|6|빌리엔젤 용산아이파크몰점|서울 용산구 한강대로23길 55|126.964507861028|37.5288581158474
531|디즈니|팝업스토어|현대프리미엄아울렛 송도점|03.05(금) - 04.01(목)|2021-03-08|725.0|20210305|20210401|27|현대프리미엄아울렛 송도점|인천 연수구 송도국제대로 123|126.657904923506|37.3817378194037
